stock_id,date_of_listing,exchange_name,face_value,isin_number,market_lot,paid_up_value,sector,series,stock_name,stock_symbol
246,08-FEB-1995,NSE,10,INE486A01013,1,10,Sector,EQ,"CESC Limited",CESC
247,29-OCT-2010,NSE,10,INE180C01018,1,10,Sector,EQ,"Capri Global Capital Limited",CGCL
248,14-JUN-1995,NSE,10,INE085A01013,1,10,Sector,EQ,"Chambal Fertilizers & Chemicals Limited",CHAMBLFERT
249,18-MAY-2006,NSE,5,INE479E01028,1,5,Sector,EQ,"Chemfab Alkalis Limited",CHEMFALKAL
250,07-JUN-2000,NSE,10,INE178A01016,1,10,Sector,EQ,"Chennai Petroleum Corporation Limited",CHENNPETRO
251,27-JUL-1995,NSE,10,INE217C01018,1,10,Sector,EQ,"Cheslind Textiles Limited",CHESLINTEX
252,15-MAY-1996,NSE,10,INE121A01016,1,10,Sector,EQ,"Cholamandalam Investment and Finance Company Limited",CHOLAFIN
253,29-MAY-2012,NSE,10,INE662C01015,1,10,Sector,EQ,"Chromatic India Limited",CHROMATIC
254,13-OCT-2014,NSE,10,INE675C01017,1,10,Sector,EQ,"Cigniti Technologies Limited",CIGNITITEC
255,08-SEP-2011,NSE,10,INE184C01028,1,10,Sector,EQ,"Cimmco Limited",CIMMCO
256,13-JUN-2012,NSE,5,INE704H01022,1,5,Sector,EQ,"Cineline India Limited",CINELINE
257,02-MAY-2000,NSE,2,INE039B01026,1,2,Sector,EQ,"Cinevista Limited",CINEVISTA
258,08-FEB-1995,NSE,2,INE059A01026,1,2,Sector,EQ,"Cipla Limited",CIPLA
259,05-MAY-2004,NSE,2,INE987C01024,1,2,Sector,BE,"Classic Diamonds (India) Limited",CLASSIC
260,14-JUN-1995,NSE,10,INE492A01029,1,10,Sector,EQ,"Clariant Chemicals (India) Limited",CLNINDIA
261,23-JAN-2007,NSE,10,INE779B01019,1,10,Sector,BE,"Clutch Auto Limited",CLUTCHAUTO
262,20-JAN-2011,NSE,10,INE378J01013,1,10,Sector,EQ,"C. Mahendra Exports Limited",CMAHENDRA
263,09-JUN-1999,NSE,10,INE314A01017,1,10,Sector,EQ,"CMC Limited",CMC
264,01-JAN-2014,NSE,10,INE672K01025,1,10,Sector,EQ,"CIL Nova Petrochemicals Limited",CNOVAPETRO
265,04-NOV-2010,NSE,10,INE522F01014,1,10,Sector,EQ,"Coal India Limited",COALINDIA
266,17-DEC-2007,NSE,1,INE259A01022,1,1,Sector,EQ,"Colgate Palmolive (India) Limited",COLPAL
267,02-MAR-2012,NSE,2,INE453B01029,1,2,Sector,EQ,"Compucom Software Limited",COMPUSOFT
268,07-MAY-1997,NSE,10,INE111A01017,1,10,Sector,EQ,"Container Corporation of India Limited",CONCOR
269,29-MAR-2005,NSE,10,INE025A01027,1,10,Sector,EQ,"Consolidated Finvest & Holdings Limited",CONSOFINVT
270,13-FEB-2008,NSE,10,INE792I01017,1,10,Sector,EQ,"Cords Cable Industries Limited",CORDSCABLE
271,25-MAY-2007,NSE,2,INE247G01024,1,2,Sector,EQ,"CORE Education & Technologies Limited",COREEDUTEC
272,31-MAY-1995,NSE,1,INE169A01031,1,1,Sector,EQ,"Coromandel International Limited",COROMANDEL
273,01-DEC-1997,NSE,2,INE112A01023,1,2,Sector,EQ,"Corporation Bank",CORPBANK
274,25-MAY-1995,NSE,10,INE757A01017,1,10,Sector,EQ,"Cosmo Films Limited",COSMOFILMS
275,22-JAN-2009,NSE,1,INE695B01025,1,1,Sector,EQ,"Country Condo's Limited",COUNCODOS
276,11-DEC-2009,NSE,5,INE008I01026,1,5,Sector,EQ,"Cox & Kings Limited",COX&KINGS
277,20-DEC-2000,NSE,5,INE230B01021,1,5,Sector,EQ,"Creative Eye Limited",CREATIVEYE
278,27-DEC-2006,NSE,10,INE559D01011,1,10,Sector,EQ,"Crest Ventures Limited",CREST
279,28-JUN-1995,NSE,1,INE007A01025,1,1,Sector,EQ,"CRISIL Limited",CRISIL
280,01-MAR-1995,NSE,2,INE067A01029,1,2,Sector,EQ,"Crompton  Greaves Limited",CROMPGREAV
281,07-FEB-2007,NSE,10,INE627H01017,1,10,Sector,EQ,"Cambridge Technology Enterprises Limited",CTE
282,25-AUG-1998,NSE,1,INE491A01021,1,1,Sector,EQ,"City Union Bank Limited",CUB
283,11-APR-2001,NSE,10,INE144D01012,1,10,Sector,BE,"Cubex Tubings Limited",CUBEXTUB
284,29-MAR-1995,NSE,2,INE298A01020,1,2,Sector,EQ,"Cummins India Limited",CUMMINSIND
285,30-MAY-2000,NSE,10,INE117B01012,1,10,Sector,EQ,"Cura Technologies Limited",CURATECH
286,10-JUN-2005,NSE,10,INE278G01037,1,10,Sector,EQ,"Cyber Media (India) Limited",CYBERMEDIA
287,27-JAN-1999,NSE,10,INE214A01019,1,10,Sector,EQ,"Cybertech Systems And Software Limited",CYBERTECH
288,30-SEP-1998,NSE,5,INE136B01020,1,5,Sector,EQ,"Cyient Limited",CYIENT
289,18-DEC-2006,NSE,10,INE818H01012,1,10,Sector,EQ,"LT Foods Limited",DAAWAT
290,28-APR-1999,NSE,1,INE016A01026,1,1,Sector,EQ,"Dabur India Limited",DABUR
291,27-JAN-2011,NSE,2,INE439L01019,1,2,Sector,EQ,"Dalmia Bharat Limited",DALMIABHA
292,17-JAN-1996,NSE,2,INE495A01022,1,2,Sector,EQ,"Dalmia Bharat Sugar and Industries Limited",DALMIASUG
293,07-MAY-2004,NSE,5,INE365B01017,1,5,Sector,EQ,"Datamatics Global Services Limited",DATAMATICS
294,06-JAN-2010,NSE,10,INE950I01011,1,10,Sector,EQ,"D.B.Corp Limited",DBCORP
295,06-JAN-2010,NSE,10,INE950I01011,1,10,Sector,IL,"D.B.Corp Limited",DBCORP
296,24-FEB-2010,NSE,10,INE879I01012,1,10,Sector,EQ,"D B Realty Limited",DBREALTY
297,29-FEB-2012,NSE,2,INE921B01025,1,2,Sector,EQ,"DB (International) Stock Brokers Limited",DBSTOCKBRO
298,27-OCT-2006,NSE,10,INE503A01015,1,10,Sector,EQ,"DCB BANK LIMITED",DCBBANK
299,29-MAR-1995,NSE,10,INE498A01018,1,10,Sector,EQ,"DCM  Limited",DCM
300,12-APR-1995,NSE,2,INE499A01024,1,2,Sector,EQ,"DCM Shriram Limited",DCMSHRIRAM
301,25-MAY-1995,NSE,2,INE500A01029,1,2,Sector,EQ,"DCW Limited",DCW
302,02-AUG-2007,NSE,10,INE583C01013,1,10,Sector,EQ,"Deccan Cements Limited",DECCANCE
303,19-JUN-2007,NSE,10,INE172I01012,1,10,Sector,EQ,"Decolight Ceramics Limited",DECOLIGHT
304,17-JAN-2003,NSE,10,INE501A01019,1,10,Sector,EQ,"Deepak Fertilizers and Petrochemicals Corporation Limited",DEEPAKFERT
305,29-SEP-2010,NSE,2,INE288B01029,1,2,Sector,EQ,"Deepak Nitrite Limited",DEEPAKNTR
306,09-MAR-2010,NSE,10,INE677H01012,1,10,Sector,EQ,"Deep Industries Limited",DEEPIND
307,02-NOV-2007,NSE,1,INE124G01033,1,1,Sector,EQ,"Delta Corp Limited",DELTACORP
308,18-OCT-1995,NSE,10,INE393A01011,1,10,Sector,EQ,"Delta Magnets Limited",DELTAMAGNT
309,24-NOV-2009,NSE,10,INE947J01015,1,10,Sector,EQ,"Den Networks Limited",DEN
310,15-JAN-1997,NSE,10,INE077A01010,1,10,Sector,EQ,"Dena Bank",DENABANK
311,07-AUG-1997,NSE,10,INE244A01016,1,10,Sector,EQ,"De Nora India Limited",DENORA
312,29-MAR-1995,NSE,10,INE041A01016,1,10,Sector,EQ,"Dhampur Sugar Mills Limited",DHAMPURSUG
313,01-APR-2004,NSE,10,INE680A01011,1,10,Sector,EQ,"Dhanlaxmi Bank Limited",DHANBANK
314,29-JUN-2011,NSE,2,INE435G01025,1,2,Sector,EQ,"Dhanuka Agritech Limited",DHANUKA
315,22-MAY-1996,NSE,10,INE988C01014,1,10,Sector,EQ,"Dharani Sugars & Chemicals Limited",DHARSUGAR
316,01-OCT-2002,NSE,10,INE202B01012,1,10,Sector,EQ,"Dewan Housing Finance Corporation Limited",DHFL
317,18-MAR-2011,NSE,10,INE320L01011,1,10,Sector,EQ,"Dhunseri Investments Limited",DHUNINV
318,29-SEP-2010,NSE,10,INE989C01012,1,10,Sector,EQ,"Diamond Power Infra Ltd",DIAPOWER
319,30-AUG-1995,NSE,10,INE303A01010,1,10,Sector,EQ,"DIC India Limited",DICIND
320,05-SEP-2006,NSE,10,INE471A01023,1,10,Sector,EQ,"Digjam Limited",DIGJAM
321,22-APR-2004,NSE,2,INE353G01020,1,2,Sector,EQ,"Dishman Pharmaceuticals and Chemicals Limited",DISHMAN
322,18-APR-2007,NSE,1,INE836F01026,1,1,Sector,EQ,"Dish TV India Limited",DISHTV
323,12-MAR-2003,NSE,2,INE361B01024,1,2,Sector,EQ,"Divi's Laboratories Limited",DIVISLAB
324,05-JUL-2007,NSE,2,INE271C01023,1,2,Sector,EQ,"DLF Limited",DLF
325,18-DEC-2009,NSE,2,INE250K01012,1,2,Sector,EQ,"D-Link (India) Limited",DLINKINDIA
326,06-OCT-2006,NSE,10,INE920A01011,1,10,Sector,EQ,"Dolphin Offshore Enterprises (India) Limited",DOLPHINOFF
327,20-DEC-2006,NSE,2,INE668D01028,1,2,Sector,EQ,"Donear Industries Limited",DONEAR
328,11-JAN-2008,NSE,10,INE477B01010,1,10,Sector,EQ,"Dhunseri Petrochem Limited",DPL
329,21-APR-2008,NSE,1,INE360C01024,1,1,Sector,EQ,"DPSC Limited",DPSCLTD
330,20-JUN-2011,NSE,10,INE656K01010,1,10,Sector,EQ,"DQ Entertainment (International) Limited",DQE
331,27-MAY-2011,NSE,10,INE928K01013,1,10,Sector,EQ,"Dr. Datson's Labs Limited",DRDATSONS
332,15-JAN-2004,NSE,10,INE506A01018,1,10,Sector,EQ,"Dredging Corporation of India Limited",DREDGECORP
333,30-MAY-2003,NSE,5,INE089A01023,1,5,Sector,EQ,"Dr. Reddy's Laboratories Limited",DRREDDY
334,08-FEB-1995,NSE,10,INE891A01014,1,10,Sector,EQ,"DS Kulkarni Developers Limited",DSKULKARNI
335,01-DEC-2011,NSE,10,INE417B01040,1,10,Sector,EQ,"Dynacons Systems & Solutions Limited",DSSL
336,20-JAN-2015,NSE,10,INE341R01014,1,10,Sector,EQ,"Dhunseri Tea & Industries Limited",DTIL
337,05-JUL-2013,NSE,10,INE508A01022,1,10,Sector,BE,"Duncans Industries Limited",DUNCANSLTD
338,31-DEC-2004,NSE,10,INE366A01033,1,10,Sector,EQ,"Dwarikesh Sugar Industries Limited",DWARKESH
339,14-SEP-2006,NSE,10,INE221B01012,1,10,Sector,EQ,"Dynamatic Technologies Limited",DYNAMATECH
340,09-OCT-2012,NSE,1,INE741L01018,1,1,Sector,EQ,"Dynacons Technologies Limited",DYNATECH
341,03-JUL-1996,NSE,2,INE962C01027,1,2,Sector,EQ,"Eastern Silk Industries Limited",EASTSILK
342,23-JUL-1997,NSE,2,INE268C01029,1,2,Sector,EQ,"Easun Reyrolle Limited",EASUNREYRL
343,24-SEP-2007,NSE,10,INE588B01014,1,10,Sector,EQ,"ECE Industries Limited",ECEIND
344,31-DEC-2007,NSE,10,INE738I01010,1,10,Sector,EQ,"eClerx Services Limited",ECLERX
345,12-DEC-2007,NSE,1,INE532F01054,1,1,Sector,EQ,"Edelweiss Financial Services Limited",EDELWEISS
346,26-NOV-2007,NSE,10,INE180G01019,1,10,Sector,EQ,"Empee Distilleries Limited",EDL
347,13-JAN-2006,NSE,2,INE216H01027,1,2,Sector,EQ,"Educomp Solutions Limited",EDUCOMP
348,07-SEP-2004,NSE,10,INE066A01013,1,10,Sector,EQ,"Eicher Motors Limited",EICHERMOT
349,10-MAY-1995,NSE,1,INE126A01031,1,1,Sector,EQ,"EID Parry India Limited",EIDPARRY
350,08-APR-2008,NSE,10,INE276C01014,1,10,Sector,EQ,"EIH Associated Hotels Limited",EIHAHOTELS
351,08-FEB-1995,NSE,2,INE230A01023,1,2,Sector,EQ,"EIH Limited",EIHOTEL
352,19-APR-2000,NSE,10,INE158B01016,1,10,Sector,BE,"Eimco Elecon (India) Limited",EIMCOELECO
353,15-DEC-2005,NSE,2,INE184H01027,1,2,Sector,EQ,"Everest Kanto Cylinder Limited",EKC
354,09-MAR-2007,NSE,10,INE311H01018,1,10,Sector,EQ,"E-Land Apparel Limited",ELAND
355,28-APR-2000,NSE,10,INE975A01015,1,10,Sector,BE,"Elder Pharmaceuticals Limited",ELDERPHARM
356,29-SEP-2006,NSE,2,INE205B01023,1,2,Sector,EQ,"Elecon Engineering Company Limited",ELECON
357,20-JUN-2003,NSE,1,INE086A01029,1,1,Sector,EQ,"Electrosteel Castings Limited",ELECTCAST
358,20-AUG-2007,NSE,10,INE822G01016,1,10,Sector,EQ,"Electrotherm (India) Limited",ELECTHERM
359,22-NOV-1995,NSE,1,INE285A01027,1,1,Sector,EQ,"Elgi Equipments Limited",ELGIEQUIP
360,10-AUG-2011,NSE,1,INE819L01012,1,1,Sector,EQ,"Elgi Rubber Company Limited",ELGIRUBCO
361,28-JUL-2010,NSE,2,INE778K01012,1,2,Sector,EQ,"Emami Infrastructure Limited",EMAMIINFRA
362,03-AUG-2006,NSE,1,INE548C01032,1,1,Sector,EQ,"Emami Limited",EMAMILTD
363,15-DEC-2005,NSE,2,INE078A01026,1,2,Sector,EQ,"Emco Limited",EMCO
364,28-APR-2006,NSE,10,INE296H01011,1,10,Sector,EQ,"Emkay Global Financial Services Limited",EMKAY
365,24-FEB-2010,NSE,10,INE753K01015,1,10,Sector,EQ,"Emmbi Industries Limited",EMMBI
366,02-NOV-2007,NSE,10,INE306C01019,1,10,Sector,EQ,"Energy Development Company Limited",ENERGYDEV
367,20-AUG-1997,NSE,5,INE510A01028,1,5,Sector,EQ,"Engineers India Limited",ENGINERSIN
368,15-FEB-2006,NSE,10,INE265F01028,1,10,Sector,EQ,"Entertainment Network (India) Limited",ENIL
369,22-OCT-2001,NSE,10,INE826A01028,1,10,Sector,BE,"Entegra Limited",ENTEGRA
370,07-JUN-2012,NSE,5,INE076H01025,1,5,Sector,EQ,"Eon Electric Limited",EON
371,29-MAR-2006,NSE,2,INE039E01020,1,2,Sector,EQ,"Era Infra Engineering Limited",ERAINFRA
372,06-OCT-2010,NSE,10,INE416L01017,1,10,Sector,EQ,"Eros International Media Limited",EROSMEDIA
373,01-NOV-1995,NSE,10,INE284A01012,1,10,Sector,EQ,"Esab India Limited",ESABINDIA
374,01-MAR-1995,NSE,10,INE042A01014,1,10,Sector,EQ,"Escorts Limited",ESCORTS
375,08-OCT-2010,NSE,10,INE481K01013,1,10,Sector,EQ,"Electrosteel Steels Limited",ESL
376,02-AUG-1995,NSE,10,INE011A01019,1,10,Sector,EQ,"Essar Oil Limited",ESSAROIL
377,31-MAY-2011,NSE,10,INE282A01024,1,10,Sector,EQ,"Essar Ports Limited",ESSARPORTS
378,15-NOV-2011,NSE,10,INE122M01019,1,10,Sector,EQ,"Essar Shipping Limited",ESSARSHPNG
379,28-DEC-2006,NSE,10,INE825H01017,1,10,Sector,EQ,"Ess Dee Aluminium Limited",ESSDEE
380,11-FEB-2002,NSE,2,INE255A01020,1,2,Sector,EQ,"Essel Propack Limited",ESSELPACK
381,20-JUN-2011,NSE,5,INE778B01029,1,5,Sector,EQ,"Ester Industries Limited",ESTER
382,09-MAR-2007,NSE,10,INE649H01011,1,10,Sector,EQ,"Euro Ceramics Limited",EUROCERA
383,15-OCT-2009,NSE,10,INE063J01011,1,10,Sector,EQ,"Euro Multivision Limited",EUROMULTI
384,31-JAN-1996,NSE,10,INE022C01012,1,10,Sector,EQ,"Eurotex Industries and Exports Limited",EUROTEXIND
385,27-APR-2005,NSE,5,INE128A01029,1,5,Sector,EQ,"Eveready Industries India Limited",EVEREADY
386,29-MAR-1995,NSE,10,INE295A01018,1,10,Sector,EQ,"Everest Industries Limited",EVERESTIND
387,01-AUG-2007,NSE,10,INE678H01010,1,10,Sector,EQ,"Everonn Education Limited",EVERONN
388,16-JUN-2004,NSE,5,INE223G01017,1,5,Sector,EQ,"Excel Crop Care Limited",EXCELCROP
389,16-JUN-2004,NSE,5,INE369A01029,1,5,Sector,EQ,"Excel Industries Limited",EXCELINDUS
390,03-AUG-2009,NSE,10,INE688J01015,1,10,Sector,EQ,"Excel Infoways Limited",EXCELINFO
391,17-JUN-2003,NSE,1,INE302A01020,1,1,Sector,EQ,"Exide Industries Limited",EXIDEIND
392,12-APR-1995,NSE,10,INE188A01015,1,10,Sector,EQ,"Fertilizers and Chemicals Travancore Limited",FACT
393,29-NOV-2000,NSE,10,INE513A01014,1,10,Sector,EQ,"FAG Bearings India Limited",FAGBEARING
394,17-AUG-2010,NSE,1,INE890I01035,1,1,Sector,EQ,"Farmax India Limited",FARMAXIND
395,04-JUL-2013,NSE,6,INE220J01025,1,6,Sector,EQ,"Future Consumer Enterprise Limited",FCEL
396,15-JAN-2015,NSE,10,INE045J01018,1,10,Sector,EQ,"Fineotex Chemical Limited",FCL
397,21-SEP-2005,NSE,1,INE512B01022,1,1,Sector,EQ,"FCS Software Solutions Limited",FCSSOFT
398,07-AUG-1997,NSE,1,INE258B01022,1,1,Sector,EQ,"FDC Limited",FDC
399,15-SEP-2005,NSE,10,INE249C01011,1,10,Sector,EQ,"Fedders Lloyd Corporation Limited",FEDDERLOYD
400,08-FEB-1995,NSE,2,INE171A01029,1,2,Sector,EQ,"The Federal Bank  Limited",FEDERALBNK
401,19-OCT-2006,NSE,10,INE737H01014,1,10,Sector,EQ,"Fiem Industries Limited",FIEMIND
402,29-AUG-2011,NSE,10,INE816B01019,1,10,Sector,EQ,"Filatex India Limited",FILATEX
403,20-JUN-2005,NSE,2,INE111B01023,1,2,Sector,EQ,"Financial Technologies (India) Limited",FINANTECH
404,15-FEB-1995,NSE,2,INE235A01022,1,2,Sector,EQ,"Finolex Cables Limited",FINCABLES
405,08-FEB-1995,NSE,10,INE183A01016,1,10,Sector,EQ,"Finolex Industries Limited",FINPIPE
406,08-JUL-2008,NSE,10,INE315J01015,1,10,Sector,EQ,"First Winner Industries Limited",FIRSTWIN
407,19-OCT-2011,NSE,10,INE060J01017,1,10,Sector,EQ,"Flexituff International Limited",FLEXITUFF
408,01-OCT-2013,NSE,2,INE452O01016,1,2,Sector,EQ,"Future Lifestyle Fashions Limited",FLFL
409,08-FEB-1995,NSE,10,INE529A01010,1,10,Sector,EQ,"Federal-Mogul Goetze (India) Limited.",FMGOETZE
410,31-DEC-2010,NSE,10,INE360L01017,1,10,Sector,EQ,"Future Market Networks Limited",FMNL
411,09-MAY-2007,NSE,10,INE061F01013,1,10,Sector,EQ,"Fortis Healthcare Limited",FORTIS
412,05-MAY-2003,NSE,10,INE519A01011,1,10,Sector,EQ,"Foseco India Limited",FOSECOIND
413,05-NOV-2001,NSE,2,INE623B01027,1,2,Sector,EQ,"Future Retail Limited",FRL
414,13-FEB-2009,NSE,2,IN9623B01058,1,2,Sector,EQ,"Future Retail Limited",FRLDVR
415,22-FEB-2007,NSE,10,INE684F01012,1,10,Sector,EQ,"Firstsource Solutions Limited",FSL
416,20-APR-2005,NSE,1,INE524A01029,1,1,Sector,EQ,"Gabriel India Limited",GABRIEL
417,11-OCT-2000,NSE,2,INE036B01022,1,2,Sector,EQ,"Gujarat Ambuja Exports Limited",GAEL
418,02-APR-1997,NSE,10,INE129A01019,1,10,Sector,EQ,"GAIL (India) Limited",GAIL
419,27-OCT-2010,NSE,10,INE482J01013,1,10,Sector,EQ,"Gyscoal Alloys Limited",GAL
420,04-APR-2006,NSE,10,INE297H01019,1,10,Sector,EQ,"Gallantt Metal Limited",GALLANTT
421,11-OCT-2010,NSE,10,INE528K01011,1,10,Sector,EQ,"Gallantt Ispat Limited",GALLISPAT
422,03-APR-2008,NSE,2,INE181G01025,1,2,Sector,EQ,"Gammon Infrastructure Projects Limited",GAMMNINFRA
423,16-OCT-1996,NSE,2,INE259B01020,1,2,Sector,EQ,"Gammon India Limited",GAMMONIND
424,31-JAN-2007,NSE,5,INE524B01027,1,5,Sector,EQ,"Gandhi Special Tubes Limited",GANDHITUBE
425,09-MAR-2015,NSE,10,INE845D01014,1,10,Sector,EQ,"Ganesha Ecosphere Limited",GANECOS
426,02-MAR-2007,NSE,10,INE460C01014,1,10,Sector,EQ,"Ganesh Housing Corporation Limited",GANESHHOUC
427,07-APR-2006,NSE,5,INE670B01028,1,5,Sector,EQ,"Gangotri Textiles Limited",GANGOTRI
428,01-APR-2003,NSE,10,INE526A01016,1,10,Sector,EQ,"Garden Silk Mills Limited",GARDENSILK
429,03-APR-2007,NSE,10,INE276A01018,1,10,Sector,EQ,"Garware  Wall Ropes Limited",GARWALLROP
430,10-OCT-2006,NSE,2,INE152B01027,1,2,Sector,EQ,"GATI Limited",GATI
431,22-AUG-2011,NSE,10,INE336H01015,1,10,Sector,EQ,"Gayatri Projects Limited",GAYAPROJ
432,31-MAR-2005,NSE,10,INE852F01015,1,10,Sector,EQ,"Gateway Distriparks Limited",GDL
433,04-OCT-2006,NSE,10,INE916G01016,1,10,Sector,EQ,"GeeCee Ventures Limited",GEECEE
434,13-AUG-2010,NSE,10,INE599B01011,1,10,Sector,EQ,"GEI Industrial Systems Limited",GEINDSYS
435,18-JAN-2007,NSE,1,INE878C01033,1,1,Sector,EQ,"Gemini Communication Limited",GEMINI
436,23-JAN-2003,NSE,5,INE727B01026,1,5,Sector,EQ,"Genesys International Corporation Limited",GENESYS
437,16-FEB-2015,NSE,1,INE949P01018,1,1,Sector,EQ,"Genus Paper & Boards Limited",GENUSPAPER
438,08-JUL-2005,NSE,1,INE955D01029,1,1,Sector,EQ,"Genus Power Infrastructures Limited",GENUSPOWER
439,01-JUL-2005,NSE,1,INE007B01023,1,1,Sector,EQ,"Geojit BNP Paribas Financial Services Limited",GEOJITBNPP
440,15-MAR-2000,NSE,2,INE797A01021,1,2,Sector,EQ,"Geometric Limited",GEOMETRIC
441,27-NOV-2006,NSE,10,INE017A01032,1,10,Sector,EQ,"The Great Eastern Shipping Company Limited",GESHIP
442,31-JUL-2003,NSE,10,INE539A01019,1,10,Sector,EQ,"GHCL Limited",GHCL
443,08-MAY-1996,NSE,10,INE289B01019,1,10,Sector,EQ,"GIC Housing Finance Limited",GICHSGFIN
444,14-DEC-2009,NSE,10,INE047B01011,1,10,Sector,EQ,"Gillanders Arbuthnot & Company Limited",GILLANDERS
445,30-JUL-2003,NSE,10,INE322A01010,1,10,Sector,EQ,"Gillette India Limited",GILLETTE
446,10-MAY-1995,NSE,10,INE424C01010,1,10,Sector,EQ,"Ginni Filaments Limited",GINNIFILA
447,08-FEB-1995,NSE,10,INE162A01010,1,10,Sector,EQ,"Gujarat Industries Power Company Limited",GIPCL
448,30-JAN-2009,NSE,10,INE065J01016,1,10,Sector,EQ,"GI Engineering Solutions Limited",GISOLUTION
449,10-MAR-2006,NSE,10,INE346H01014,1,10,Sector,EQ,"Gitanjali Gems Limited",GITANJALI
450,20-JUL-2009,NSE,10,INE528A01020,1,10,Sector,EQ,"GKW Limited",GKWLIMITED
451,15-DEC-2000,NSE,10,INE159A01016,1,10,Sector,EQ,"GlaxoSmithKline Pharmaceuticals Limited",GLAXO
452,07-FEB-2000,NSE,1,INE935A01035,1,1,Sector,EQ,"Glenmark Pharmaceuticals Limited",GLENMARK
453,08-FEB-1995,NSE,10,INE540A01017,1,10,Sector,EQ,"Gujarat Lease Financing Limited",GLFL
454,27-OCT-2006,NSE,10,INE792H01019,1,10,Sector,EQ,"Global Vectra Helicorp Limited",GLOBALVECT
455,03-MAY-2007,NSE,10,INE446C01013,1,10,Sector,EQ,"Global Offshore Services Limited",GLOBOFFS
456,23-SEP-2009,NSE,10,INE615I01010,1,10,Sector,EQ,"Globus Spirits Limited",GLOBUSSPR
457,10-NOV-2005,NSE,6,INE932G01021,1,6,Sector,BZ,"Glodyne Technoserve Limited",GLODYNE
458,23-AUG-1995,NSE,10,INE075D01018,1,10,Sector,EQ,"GM Breweries Limited",GMBREW
459,17-DEC-1997,NSE,2,INE131A01031,1,2,Sector,EQ,"Gujarat Mineral Development Corporation Limited",GMDCLTD
460,21-AUG-2006,NSE,1,INE776C01039,1,1,Sector,EQ,"GMR Infrastructure Limited",GMRINFRA
461,17-MAY-1995,NSE,10,INE113A01013,1,10,Sector,EQ,"Gujarat Narmada Valley Fertilizers and Chemicals Limited",GNFC
462,05-JUN-2007,NSE,10,INE426D01013,1,10,Sector,EQ,"Goa Carbon Limited",GOACARBON
463,24-JUL-1996,NSE,2,INE260B01028,1,2,Sector,EQ,"Godfrey Phillips India Limited",GODFRYPHLP
464,20-JUN-2001,NSE,1,INE102D01028,1,1,Sector,EQ,"Godrej Consumer Products Limited",GODREJCP
465,25-FEB-2003,NSE,1,INE233A01035,1,1,Sector,EQ,"Godrej Industries Limited",GODREJIND
466,05-JAN-2010,NSE,5,INE484J01027,1,5,Sector,EQ,"Godrej Properties Limited",GODREJPROP
467,16-APR-2010,NSE,1,INE516K01024,1,1,Sector,BZ,"Goenka Diamond and Jewels Limited",GOENKA
468,27-APR-2005,NSE,5,INE887G01027,1,5,Sector,EQ,"Gokaldas Exports Limited",GOKEX
469,04-JUN-2008,NSE,2,INE020J01029,1,2,Sector,EQ,"Gokul Refoils and Solvent Limited",GOKUL
470,08-FEB-1995,NSE,10,INE973A01010,1,10,Sector,EQ,"Golden Tobacco Limited",GOLDENTOBC
471,29-AUG-2005,NSE,10,INE025B01017,1,10,Sector,EQ,"Goldiam International Limited",GOLDIAM
472,20-MAR-2002,NSE,4,INE260D01016,1,4,Sector,EQ,"Goldstone Infratech Limited",GOLDINFRA
473,11-APR-2001,NSE,10,INE805A01014,1,10,Sector,EQ,"Goldstone Technologies Limited",GOLDTECH
474,08-JAN-2015,NSE,2,INE127I01024,1,2,Sector,EQ,"Good Luck Steel Tubes Limited",GOODLUCK
475,25-APR-2006,NSE,10,INE177H01013,1,10,Sector,EQ,"Godawari Power And Ispat limited",GPIL
476,09-SEP-2010,NSE,10,INE517F01014,1,10,Sector,EQ,"Gujarat Pipavav Port Limited",GPPL
477,20-JUN-2005,NSE,1,INE101D01020,1,1,Sector,EQ,"Granules India Limited",GRANULES
478,07-FEB-2003,NSE,2,INE371A01025,1,2,Sector,EQ,"Graphite India Limited",GRAPHITE
479,10-MAY-1995,NSE,10,INE047A01013,1,10,Sector,EQ,"Grasim Industries Limited",GRASIM
480,10-MAY-1995,NSE,10,INE047A01013,1,10,Sector,IL,"Grasim Industries Limited",GRASIM
481,16-NOV-2010,NSE,2,INE024L01027,1,2,Sector,EQ,"Gravita India Limited",GRAVITA
482,09-SEP-2004,NSE,2,INE224A01026,1,2,Sector,EQ,"Greaves Cotton Limited",GREAVESCOT
483,16-OCT-2012,NSE,1,INE217G01027,1,1,Sector,EQ,"Green Fire Agri Commodities Limited",GREENFIRE
484,02-MAR-2015,NSE,5,INE544R01013,1,5,Sector,EQ,"Greenlam Industries Limited",GREENLAM
485,06-MAR-1996,NSE,5,INE461C01020,1,5,Sector,EQ,"Greenply Industries Limited",GREENPLY
486,08-OCT-2010,NSE,10,INE999K01014,1,10,Sector,EQ,"Orient Green Power Company Limited",GREENPOWER
487,11-SEP-2006,NSE,5,INE536A01023,1,5,Sector,EQ,"Grindwell Norton Limited",GRINDWELL
488,12-FEB-2015,NSE,10,INE137I01015,1,10,Sector,EQ,"GRP Limited",GRPLTD
489,10-SEP-2004,NSE,2,INE580B01029,1,2,Sector,EQ,"Gruh Finance Limited",GRUH
490,15-MAY-2013,NSE,10,INE542A01039,1,10,Sector,EQ,"Gujarat Sidhee Cement Limited",GSCLCEMENT
